repetition,rows,maeWins,rmseWins,r2,biasWins,predictionStdWins,actualStdWins,predictionRangeWins,actualRangeWins
172,300,9.9755790133967,12.40447996570996,-0.06540292054890107,0.01427908102399132,5.580361313618239,12.01770725259019,32.5736231767334,54.00000037999999
173,300,10.827452879215699,13.312782937347762,-0.22714098390304294,0.019703136690578636,5.863717765786468,12.01770725259019,38.68527859425667,54.00000037999999
174,300,10.720763615896848,13.31710151804098,-0.22793726623542132,0.013084340161176478,5.914506063635693,12.01770725259019,41.14743776572135,54.00000037999999
175,300,10.35055305962627,12.982981890040866,-0.1670935301407237,0.008025294590921845,5.659962309321074,12.01770725259019,37.937505200031026,54.00000037999999
176,300,10.629203725326315,13.016675298310822,-0.17315906810176207,0.016322944907295436,5.6586525064190365,12.01770725259019,33.7576818629539,54.00000037999999
177,300,9.981958835241349,12.429652888439602,-0.0697314402821474,0.017167415277427586,5.845530012175034,12.01770725259019,37.16670859279941,54.00000037999999
178,300,11.333755014082845,14.260542023644492,-0.40808484563139436,0.015687760797831535,5.74182432776333,12.01770725259019,38.16385070567448,54.00000037999999
179,300,11.703749273524378,14.290101533522478,-0.41392830313265927,0.018936505445567738,5.538352886618493,12.01770725259019,32.89270641758975,54.00000037999999
180,300,10.91966698123643,13.404542860188116,-0.24411571038113933,0.013168781008106608,5.647053356779291,12.01770725259019,34.60416041548608,54.00000037999999
181,300,10.882898559900124,13.40945125039663,-0.2450270019445664,0.013772211576137264,5.739953795840885,12.01770725259019,36.60542808794864,54.00000037999999
182,300,11.827597091845659,14.25865668421635,-0.40771255369642145,0.015047986031504835,5.5835029571564165,12.01770725259019,37.672891017913216,54.00000037999999
183,300,10.613382081491375,13.077585812602933,-0.18416416901346544,0.011748560225935591,5.677475440091416,12.01770725259019,37.579638714131946,54.00000037999999
184,300,10.079479610831532,12.657076698497404,-0.10923504604957057,0.005982975501975088,5.7850493490940185,12.01770725259019,37.1645466554463,54.00000037999999
185,300,10.394007811507006,13.060643971218509,-0.1810980179924193,0.012448461769504048,5.732322674526156,12.01770725259019,36.14352209839354,54.00000037999999
186,300,10.224695578539622,12.804572222926952,-0.13523796647078346,0.016511981906886984,5.776087640071319,12.01770725259019,34.71084077899872,54.00000037999999
187,300,10.67183062240763,12.919853506914889,-0.155771384662879,0.01500034675212151,5.699836777147911,12.01770725259019,37.25313054863365,54.00000037999999
188,300,10.302732600779342,12.903228342124008,-0.1527988235674076,0.019273500783675068,5.912496019163069,12.01770725259019,37.67766504734104,54.00000037999999
189,300,10.675480810235603,13.622051943969593,-0.28481862308367156,0.00808842842067346,5.861204188525982,12.01770725259019,38.30405625260664,54.00000037999999
190,300,10.708172767314482,13.175678637037443,-0.20199523518702933,0.020286490245682767,5.588197226333162,12.01770725259019,35.346583167203505,54.00000037999999
191,300,10.095057624269176,12.567071332976365,-0.09351543973189713,0.01550805797472948,5.568799742882553,12.01770725259019,35.70087898591997,54.00000037999999
