team,season,season_end_year,wins,losses,win_pct,predicted_win_pct,training_seasons,selected_model,win_total_line,actual_wins_odds_source,actual_losses_odds_source,source_result,championship_odds,source_url,scheduled_games_for_line,predicted_wins,pick,model_edge_wins,comparison_actual_wins,model_abs_error_wins,market_abs_error_wins,grade,stake,profit,cash_return
Cleveland Cavaliers,2025-26,2026,52,30,0.63414633,0.6459526280398381,12,elastic_net,56.5,52,30,under,+750,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,52.96811549926672,under,-3.531884500733277,52.0,0.9681154992667231,4.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2025-26,2026,26,56,0.31707317,0.5159402507235189,12,elastic_net,41.5,26,56,under,+3500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,42.307100559328546,over,0.8071005593285463,26.0,16.307100559328546,15.5,loss,10.0,-10.0,0.0
Denver Nuggets,2025-26,2026,54,28,0.6585366,0.6280129907752584,12,elastic_net,53.5,54,28,over,+550,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,51.49706524357119,under,-2.0029347564288074,54.0,2.5029347564288074,0.5,loss,10.0,-10.0,0.0
Detroit Pistons,2025-26,2026,60,22,0.73170733,0.5227228433367528,12,elastic_net,46.5,60,22,over,+3300,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,42.863273153613726,under,-3.6367268463862743,60.0,17.136726846386274,13.5,loss,10.0,-10.0,0.0
Golden State Warriors,2025-26,2026,37,45,0.4512195,0.5949212725557509,12,elastic_net,47.5,37,45,under,+2500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,48.78354434957157,over,1.2835443495715708,37.0,11.78354434957157,10.5,loss,10.0,-10.0,0.0
Houston Rockets,2025-26,2026,52,30,0.63414633,0.5826198724179573,12,elastic_net,52.5,52,30,under,+1400,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,47.7748295382725,under,-4.725170461727501,52.0,4.225170461727501,0.5,win,10.0,9.090909090909092,19.090909090909093
Indiana Pacers,2025-26,2026,19,63,0.23170732,0.6136214507993304,12,elastic_net,37.5,19,63,under,+10000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,50.31695896554509,over,12.81695896554509,19.0,31.31695896554509,18.5,loss,10.0,-10.0,0.0
Los Angeles Clippers,2025-26,2026,42,40,0.5121951,0.5402774596146616,12,elastic_net,49.5,42,40,under,+1800,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,44.302751688402246,under,-5.197248311597754,42.0,2.302751688402246,7.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2025-26,2026,53,29,0.64634144,0.6176312547196285,12,elastic_net,46.5,53,29,over,+1600,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,50.64576288700954,over,4.145762887009539,53.0,2.354237112990461,6.5,win,10.0,9.090909090909092,19.090909090909093
Memphis Grizzlies,2025-26,2026,25,57,0.30487806,0.48128101879959956,12,elastic_net,39.5,25,57,under,+12500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,39.46504354156716,under,-0.03495645843283768,25.0,14.465043541567162,14.5,win,10.0,9.090909090909092,19.090909090909093
Miami Heat,2025-26,2026,43,39,0.5243902,0.5331616339978462,12,elastic_net,37.5,43,39,over,+20000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,43.71925398782339,over,6.219253987823393,43.0,0.719253987823393,5.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2025-26,2026,32,50,0.3902439,0.5399638967795762,12,elastic_net,43.5,32,50,under,+5500,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,44.277039535925255,over,0.7770395359252547,32.0,12.277039535925255,11.5,loss,10.0,-10.0,0.0
Minnesota Timberwolves,2025-26,2026,49,33,0.597561,0.6061225067853822,12,elastic_net,49.5,49,33,under,+1300,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,49.70204555640134,over,0.20204555640133748,49.0,0.7020455564013375,0.5,loss,10.0,-10.0,0.0
New Orleans Pelicans,2025-26,2026,26,56,0.31707317,0.45856911038156567,12,elastic_net,30.5,26,56,under,+30000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,37.602667051288385,over,7.102667051288385,26.0,11.602667051288385,4.5,loss,10.0,-10.0,0.0
New York Knicks,2025-26,2026,53,29,0.64634144,0.6207433359678934,12,elastic_net,53.5,53,29,under,+900,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,50.90095354936726,under,-2.5990464506327413,53.0,2.0990464506327413,0.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2025-26,2026,64,18,0.7804878,0.6081444019748959,12,elastic_net,62.5,64,18,over,+240,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,49.86784096194147,under,-12.632159038058532,64.0,14.132159038058532,1.5,loss,10.0,-10.0,0.0
Orlando Magic,2025-26,2026,45,37,0.5487805,0.550874050971043,12,elastic_net,51.5,45,37,under,+1800,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,45.17167217962553,under,-6.328327820374469,45.0,0.17167217962553138,6.5,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2025-26,2026,45,37,0.5487805,0.5538545445254506,12,elastic_net,43.5,45,37,over,+4000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,45.41607265108695,over,1.9160726510869495,45.0,0.41607265108694946,1.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2025-26,2026,45,37,0.5487805,0.522773352002036,12,elastic_net,30.5,45,37,over,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,42.86741486416695,over,12.367414864166953,45.0,2.1325851358330468,14.5,win,10.0,9.090909090909092,19.090909090909093
Portland Trail Blazers,2025-26,2026,42,40,0.5121951,0.5404083800968631,12,elastic_net,35.5,42,40,over,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,44.313487167942775,over,8.813487167942775,42.0,2.3134871679427746,6.5,win,10.0,9.090909090909092,19.090909090909093
Sacramento Kings,2025-26,2026,22,60,0.2682927,0.49753403638712995,12,elastic_net,35.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,40.797790983744655,over,5.297790983744655,22.0,18.797790983744655,13.5,loss,10.0,-10.0,0.0
San Antonio Spurs,2025-26,2026,62,20,0.75609756,0.5436084755824696,12,elastic_net,44.5,62,20,over,+6600,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,44.57589499776251,over,0.07589499776251074,62.0,17.42410500223749,17.5,win,10.0,9.090909090909092,19.090909090909093
Toronto Raptors,2025-26,2026,46,36,0.5609756,0.4986202822886258,12,elastic_net,39.5,46,36,over,+10000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,40.88686314766732,over,1.38686314766732,46.0,5.11313685233268,6.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2025-26,2026,22,60,0.2682927,0.5181402474037605,12,elastic_net,18.5,22,60,over,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,42.48750028710836,over,23.98750028710836,22.0,20.48750028710836,3.5,win,10.0,9.090909090909092,19.090909090909093
Washington Wizards,2025-26,2026,17,65,0.20731707,0.5968471887440833,12,elastic_net,20.5,17,65,under,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,48.94146947701483,over,28.441469477014827,17.0,31.941469477014827,3.5,loss,10.0,-10.0,0.0
