team,season,season_end_year,wins,losses,win_pct,predicted_win_pct,training_seasons,selected_model,win_total_line,actual_wins_odds_source,actual_losses_odds_source,source_result,championship_odds,source_url,scheduled_games_for_line,predicted_wins_82,predicted_wins,predicted_wins_for_line,pick,model_edge_wins,comparison_actual_wins,model_abs_error_wins,market_abs_error_wins,grade,stake,profit,cash_return
Miami Heat,2021-22,2022,53,29,0.64634144,0.6073811551846336,8,extra_trees,48.5,53,29,over,+2500,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,49.80525472513996,49.80525472513996,49.80525472513996,over,1.3052547251399602,53.0,3.19474527486004,4.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2021-22,2022,51,31,0.6219512,0.6497645811750331,8,extra_trees,54.5,51,31,under,+900,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,53.28069565635271,53.28069565635271,53.28069565635271,under,-1.2193043436472877,51.0,2.2806956563527123,3.5,win,10.0,9.090909090909092,19.090909090909093
Minnesota Timberwolves,2021-22,2022,46,36,0.5609756,0.5230602615867616,8,extra_trees,35.5,46,36,over,+25000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,42.89094145011445,42.89094145011445,42.89094145011445,over,7.390941450114447,46.0,3.109058549885553,10.5,win,10.0,9.090909090909092,19.090909090909093
New Orleans Pelicans,2021-22,2022,36,46,0.4390244,0.5161732223730341,8,extra_trees,39.5,36,46,under,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,42.32620423458879,42.32620423458879,42.32620423458879,over,2.8262042345887934,36.0,6.326204234588793,3.5,loss,10.0,-10.0,0.0
New York Knicks,2021-22,2022,37,45,0.4512195,0.4959605572297119,8,extra_trees,41.5,37,45,under,+8000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,40.668765692836374,40.668765692836374,40.668765692836374,under,-0.8312343071636263,37.0,3.6687656928363737,4.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2021-22,2022,24,58,0.29268292,0.3953648658442282,8,extra_trees,23.5,24,58,over,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,32.41991899922671,32.41991899922671,32.41991899922671,over,8.91991899922671,24.0,8.41991899922671,0.5,win,10.0,9.090909090909092,19.090909090909093
Orlando Magic,2021-22,2022,22,60,0.2682927,0.4020233842371944,8,extra_trees,22.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,32.965917507449944,32.965917507449944,32.965917507449944,over,10.465917507449944,22.0,10.965917507449944,0.5,loss,10.0,-10.0,0.0
Philadelphia 76ers,2021-22,2022,51,31,0.6219512,0.4986454411219712,8,extra_trees,50.5,51,31,over,+1600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,40.88892617200164,40.88892617200164,40.88892617200164,under,-9.61107382799836,51.0,10.11107382799836,0.5,loss,10.0,-10.0,0.0
Phoenix Suns,2021-22,2022,64,18,0.7804878,0.6553087059826865,8,extra_trees,51.5,64,18,over,+1500,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,53.735313890580294,53.735313890580294,53.735313890580294,over,2.2353138905802936,64.0,10.264686109419706,12.5,win,10.0,9.090909090909092,19.090909090909093
Portland Trail Blazers,2021-22,2022,27,55,0.3292683,0.5880624452420948,8,extra_trees,44.5,27,55,under,+5000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,48.22112050985178,48.22112050985178,48.22112050985178,over,3.7211205098517794,27.0,21.22112050985178,17.5,loss,10.0,-10.0,0.0
Sacramento Kings,2021-22,2022,30,52,0.36585367,0.4755498959050497,8,extra_trees,36.5,30,52,under,+25000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.99509146421408,38.99509146421408,38.99509146421408,over,2.4950914642140773,30.0,8.995091464214077,6.5,loss,10.0,-10.0,0.0
San Antonio Spurs,2021-22,2022,34,48,0.41463414,0.43775565457575377,8,extra_trees,28.5,34,48,over,+30000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,35.89596367521181,35.89596367521181,35.89596367521181,over,7.39596367521181,34.0,1.89596367521181,5.5,win,10.0,9.090909090909092,19.090909090909093
Toronto Raptors,2021-22,2022,48,34,0.58536583,0.4923927177725573,8,extra_trees,35.5,48,34,over,+15000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,40.376202857349696,40.376202857349696,40.376202857349696,over,4.876202857349696,48.0,7.623797142650304,12.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2021-22,2022,49,33,0.597561,0.585309364763739,8,extra_trees,52.5,49,33,under,+1600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,47.9953679106266,47.9953679106266,47.9953679106266,under,-4.504632089373402,49.0,1.004632089373402,3.5,win,10.0,9.090909090909092,19.090909090909093
Washington Wizards,2021-22,2022,35,47,0.42682928,0.4921943321176433,8,extra_trees,33.5,35,47,over,+15000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,40.35993523364675,40.35993523364675,40.35993523364675,over,6.859935233646752,35.0,5.359935233646752,1.5,win,10.0,9.090909090909092,19.090909090909093
Atlanta Hawks,2022-23,2023,41,41,0.5,0.6271378024767104,9,extra_trees,46.5,41,41,under,+5000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,51.42529980309025,51.42529980309025,51.42529980309025,over,4.9252998030902475,41.0,10.425299803090248,5.5,loss,10.0,-10.0,0.0
Boston Celtics,2022-23,2023,57,25,0.69512194,0.5821846987790401,9,extra_trees,54.5,57,25,over,+500,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,47.73914529988129,47.73914529988129,47.73914529988129,under,-6.760854700118713,57.0,9.260854700118713,2.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2022-23,2023,45,37,0.5487805,0.5515035783264555,9,extra_trees,50.5,45,37,under,+700,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,45.223293422769345,45.223293422769345,45.223293422769345,under,-5.276706577230655,45.0,0.22329342276934483,5.5,win,10.0,9.090909090909092,19.090909090909093
Charlotte Hornets,2022-23,2023,27,55,0.3292683,0.48705373991727857,9,extra_trees,34.5,27,55,under,+15000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,39.938406673216846,39.938406673216846,39.938406673216846,over,5.438406673216846,27.0,12.938406673216846,7.5,loss,10.0,-10.0,0.0
Chicago Bulls,2022-23,2023,40,42,0.4878049,0.6067503540721212,9,extra_trees,41.5,40,42,under,+4000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,49.753529033913935,49.753529033913935,49.753529033913935,over,8.253529033913935,40.0,9.753529033913935,1.5,loss,10.0,-10.0,0.0
Cleveland Cavaliers,2022-23,2023,51,31,0.6219512,0.5967162603062445,9,extra_trees,46.5,51,31,over,+3000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,48.930733345112046,48.930733345112046,48.930733345112046,over,2.4307333451120456,51.0,2.0692666548879544,4.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2022-23,2023,38,44,0.46341464,0.5337099603671854,9,extra_trees,48.5,38,44,under,+2500,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,43.764216750109206,43.764216750109206,43.764216750109206,under,-4.735783249890794,38.0,5.764216750109206,10.5,win,10.0,9.090909090909092,19.090909090909093
Denver Nuggets,2022-23,2023,53,29,0.64634144,0.5427901231277665,9,extra_trees,51.5,53,29,over,+1800,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,44.50879009647686,44.50879009647686,44.50879009647686,under,-6.991209903523142,53.0,8.491209903523142,1.5,loss,10.0,-10.0,0.0
Detroit Pistons,2022-23,2023,17,65,0.20731707,0.4230928904536195,9,extra_trees,29.5,17,65,under,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,34.6936170171968,34.6936170171968,34.6936170171968,over,5.1936170171968,17.0,17.6936170171968,12.5,loss,10.0,-10.0,0.0
Golden State Warriors,2022-23,2023,44,38,0.5365854,0.576186516693369,9,extra_trees,52.5,44,38,under,+600,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,47.24729436885625,47.24729436885625,47.24729436885625,under,-5.252705631143748,44.0,3.2472943688562523,8.5,win,10.0,9.090909090909092,19.090909090909093
Houston Rockets,2022-23,2023,22,60,0.2682927,0.3864554661159171,9,extra_trees,23.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,31.6893482215052,31.6893482215052,31.6893482215052,over,8.189348221505199,22.0,9.689348221505199,1.5,loss,10.0,-10.0,0.0
Indiana Pacers,2022-23,2023,35,47,0.42682928,0.46825073550327934,9,extra_trees,24.5,35,47,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,38.39656031126891,38.39656031126891,38.39656031126891,over,13.896560311268907,35.0,3.3965603112689067,10.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2022-23,2023,44,38,0.5365854,0.6183746812834143,9,extra_trees,52.5,44,38,under,+700,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,50.70672386523997,50.70672386523997,50.70672386523997,under,-1.7932761347600277,44.0,6.706723865239972,8.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2022-23,2023,43,39,0.5243902,0.5578582009242554,9,extra_trees,44.5,43,39,under,+1800,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,45.74437247578894,45.74437247578894,45.74437247578894,over,1.2443724757889427,43.0,2.7443724757889427,1.5,loss,10.0,-10.0,0.0
Memphis Grizzlies,2022-23,2023,51,31,0.6219512,0.5746105190850123,9,extra_trees,49.5,51,31,over,+2000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,47.118062564971005,47.118062564971005,47.118062564971005,under,-2.381937435028995,51.0,3.881937435028995,1.5,loss,10.0,-10.0,0.0
Miami Heat,2022-23,2023,44,38,0.5365854,0.6507077666823544,9,extra_trees,49.5,44,38,under,+1600,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,53.35803686795306,53.35803686795306,53.35803686795306,over,3.8580368679530608,44.0,9.35803686795306,5.5,loss,10.0,-10.0,0.0
Milwaukee Bucks,2022-23,2023,58,24,0.70731705,0.5586202818211643,9,extra_trees,53.5,58,24,over,+650,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,45.806863109335474,45.806863109335474,45.806863109335474,under,-7.693136890664526,58.0,12.193136890664526,4.5,loss,10.0,-10.0,0.0
Minnesota Timberwolves,2022-23,2023,42,40,0.5121951,0.6386700132106807,9,extra_trees,49.5,42,40,under,+2800,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,52.37094108327582,52.37094108327582,52.37094108327582,over,2.8709410832758167,42.0,10.370941083275817,7.5,loss,10.0,-10.0,0.0
New Orleans Pelicans,2022-23,2023,42,40,0.5121951,0.5386982031230827,9,extra_trees,45.5,42,40,under,+4000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,44.17325265609278,44.17325265609278,44.17325265609278,under,-1.326747343907222,42.0,2.173252656092778,3.5,win,10.0,9.090909090909092,19.090909090909093
New York Knicks,2022-23,2023,47,35,0.5731707,0.5339583589320447,9,extra_trees,38.5,47,35,over,+6600,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,43.78458543242766,43.78458543242766,43.78458543242766,over,5.2845854324276615,47.0,3.2154145675723385,8.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2022-23,2023,40,42,0.4878049,0.4633268746565913,9,extra_trees,23.5,40,42,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,37.99280372184049,37.99280372184049,37.99280372184049,over,14.492803721840488,40.0,2.007196278159512,16.5,win,10.0,9.090909090909092,19.090909090909093
Orlando Magic,2022-23,2023,34,48,0.41463414,0.4449183771481872,9,extra_trees,26.5,34,48,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,36.48330692615135,36.48330692615135,36.48330692615135,over,9.98330692615135,34.0,2.48330692615135,7.5,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2022-23,2023,54,28,0.6585366,0.6242955525332365,9,extra_trees,50.5,54,28,over,+1400,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,51.1922353077254,51.1922353077254,51.1922353077254,over,0.6922353077253973,54.0,2.8077646922746027,3.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2022-23,2023,45,37,0.5487805,0.6468433770004252,9,extra_trees,52.5,45,37,under,+1000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,53.041156914034865,53.041156914034865,53.041156914034865,over,0.5411569140348647,45.0,8.041156914034865,7.5,loss,10.0,-10.0,0.0
Portland Trail Blazers,2022-23,2023,33,49,0.40243903,0.5855909051425978,9,extra_trees,39.5,33,49,under,+8000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,48.01845422169302,48.01845422169302,48.01845422169302,over,8.51845422169302,33.0,15.01845422169302,6.5,loss,10.0,-10.0,0.0
Sacramento Kings,2022-23,2023,48,34,0.58536583,0.4647247054722142,9,extra_trees,34.5,48,34,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,38.10742584872156,38.10742584872156,38.10742584872156,over,3.6074258487215616,48.0,9.892574151278438,13.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2022-23,2023,22,60,0.2682927,0.3579271479742922,9,extra_trees,22.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,29.350026133891962,29.350026133891962,29.350026133891962,over,6.850026133891962,22.0,7.350026133891962,0.5,loss,10.0,-10.0,0.0
Toronto Raptors,2022-23,2023,41,41,0.5,0.5503075619067136,9,extra_trees,46.5,41,41,under,+4000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,45.125220076350516,45.125220076350516,45.125220076350516,under,-1.3747799236494842,41.0,4.125220076350516,5.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2022-23,2023,37,45,0.4512195,0.37776403343871273,9,extra_trees,23.5,37,45,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,30.976650741974446,30.976650741974446,30.976650741974446,over,7.476650741974446,37.0,6.023349258025554,13.5,win,10.0,9.090909090909092,19.090909090909093
Washington Wizards,2022-23,2023,35,47,0.42682928,0.5517941451300354,9,extra_trees,35.5,35,47,under,+25000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,45.24711990066291,45.24711990066291,45.24711990066291,over,9.74711990066291,35.0,10.24711990066291,0.5,loss,10.0,-10.0,0.0
Atlanta Hawks,2023-24,2024,36,46,0.4390244,0.5609887207274902,10,extra_trees,42.5,36,46,under,+8000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.001075099654194,46.001075099654194,46.001075099654194,over,3.5010750996541944,36.0,10.001075099654194,6.5,loss,10.0,-10.0,0.0
Boston Celtics,2023-24,2024,64,18,0.7804878,0.6208193867418625,10,extra_trees,54.5,64,18,over,+450,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,50.90718971283273,50.90718971283273,50.90718971283273,under,-3.592810287167268,64.0,13.092810287167268,9.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2023-24,2024,32,50,0.3902439,0.5093006076070362,10,extra_trees,37.5,32,50,under,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,41.76264982377697,41.76264982377697,41.76264982377697,over,4.262649823776968,32.0,9.762649823776968,5.5,loss,10.0,-10.0,0.0
Charlotte Hornets,2023-24,2024,21,61,0.25609756,0.4540905936225702,10,extra_trees,31.5,21,61,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,37.235428677050756,37.235428677050756,37.235428677050756,over,5.735428677050756,21.0,16.235428677050756,10.5,loss,10.0,-10.0,0.0
Chicago Bulls,2023-24,2024,39,43,0.47560975,0.5546746753185239,10,extra_trees,37.5,39,43,over,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,45.48332337611896,45.48332337611896,45.48332337611896,over,7.98332337611896,39.0,6.48332337611896,1.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2023-24,2024,48,34,0.58536583,0.602328202699555,10,extra_trees,50.5,48,34,under,+2500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,49.39091262136351,49.39091262136351,49.39091262136351,under,-1.109087378636488,48.0,1.390912621363512,2.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2023-24,2024,50,32,0.6097561,0.5482264234132964,10,extra_trees,45.5,50,32,over,+2500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,44.95456671989031,44.95456671989031,44.95456671989031,under,-0.545433280109691,50.0,5.045433280109691,4.5,loss,10.0,-10.0,0.0
Denver Nuggets,2023-24,2024,57,25,0.69512194,0.6435377801077632,10,extra_trees,52.5,57,25,over,+450,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,52.77009796883658,52.77009796883658,52.77009796883658,over,0.27009796883658055,57.0,4.2299020311634195,4.5,win,10.0,9.090909090909092,19.090909090909093
Detroit Pistons,2023-24,2024,14,68,0.17073171,0.4726149057143729,10,extra_trees,28.5,14,68,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,38.75442226857858,38.75442226857858,38.75442226857858,over,10.25442226857858,14.0,24.75442226857858,14.5,loss,10.0,-10.0,0.0
Golden State Warriors,2023-24,2024,46,36,0.5609756,0.563983242305689,10,extra_trees,48.5,46,36,under,+1200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.2466258690665,46.2466258690665,46.2466258690665,under,-2.2533741309335014,46.0,0.24662586906649864,2.5,win,10.0,9.090909090909092,19.090909090909093
Houston Rockets,2023-24,2024,41,41,0.5,0.5066898364298719,10,extra_trees,31.5,41,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,41.548566587249496,41.548566587249496,41.548566587249496,over,10.048566587249496,41.0,0.5485665872494963,9.5,win,10.0,9.090909090909092,19.090909090909093
Indiana Pacers,2023-24,2024,47,35,0.5731707,0.5031676693520681,10,extra_trees,38.5,47,35,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,41.25974888686959,41.25974888686959,41.25974888686959,over,2.7597488868695876,47.0,5.740251113130412,8.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2023-24,2024,51,31,0.6219512,0.6241200693084291,10,extra_trees,46.5,51,31,over,+2200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,51.17784568329119,51.17784568329119,51.17784568329119,over,4.6778456832911885,51.0,0.17784568329118855,4.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2023-24,2024,47,35,0.5731707,0.6381406690906333,10,extra_trees,47.5,47,35,under,+1500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,52.32753486543193,52.32753486543193,52.32753486543193,over,4.827534865431929,47.0,5.327534865431929,0.5,loss,10.0,-10.0,0.0
Memphis Grizzlies,2023-24,2024,27,55,0.3292683,0.5986145211230969,10,extra_trees,45.5,27,55,under,+2200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,49.086390732093946,49.086390732093946,49.086390732093946,over,3.586390732093946,27.0,22.086390732093946,18.5,loss,10.0,-10.0,0.0
Miami Heat,2023-24,2024,46,36,0.5609756,0.5690759298170281,10,extra_trees,45.5,46,36,over,+1600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.66422624499631,46.66422624499631,46.66422624499631,over,1.164226244996307,46.0,0.664226244996307,0.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2023-24,2024,49,33,0.597561,0.63812060214212,10,extra_trees,54.5,49,33,under,+600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,52.32588937565384,52.32588937565384,52.32588937565384,under,-2.174110624346163,49.0,3.325889375653837,5.5,win,10.0,9.090909090909092,19.090909090909093
Minnesota Timberwolves,2023-24,2024,56,26,0.68292683,0.5853094849229288,10,extra_trees,44.5,56,26,over,+6600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,47.99537776368016,47.99537776368016,47.99537776368016,over,3.4953777636801604,56.0,8.00462223631984,11.5,win,10.0,9.090909090909092,19.090909090909093
New Orleans Pelicans,2023-24,2024,49,33,0.597561,0.5675929947924063,10,extra_trees,44.5,49,33,over,+4000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.54262557297732,46.54262557297732,46.54262557297732,over,2.0426255729773217,49.0,2.4573744270226783,4.5,win,10.0,9.090909090909092,19.090909090909093
New York Knicks,2023-24,2024,50,32,0.6097561,0.5817474677860379,10,extra_trees,45.5,50,32,over,+5000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,47.70329235845511,47.70329235845511,47.70329235845511,over,2.2032923584551085,50.0,2.2967076415448915,4.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2023-24,2024,57,25,0.69512194,0.5651906119705032,10,extra_trees,44.5,57,25,over,+10000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.345630181581264,46.345630181581264,46.345630181581264,over,1.8456301815812637,57.0,10.654369818418736,12.5,win,10.0,9.090909090909092,19.090909090909093
Orlando Magic,2023-24,2024,47,35,0.5731707,0.5032307410404426,10,extra_trees,37.5,47,35,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,41.2649207653163,41.2649207653163,41.2649207653163,over,3.7649207653162975,47.0,5.7350792346837025,9.5,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2023-24,2024,47,35,0.5731707,0.6072535355970627,10,extra_trees,48.5,47,35,under,+1800,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,49.79478991895915,49.79478991895915,49.79478991895915,over,1.2947899189591467,47.0,2.7947899189591467,1.5,loss,10.0,-10.0,0.0
Phoenix Suns,2023-24,2024,49,33,0.597561,0.5850430336174358,10,extra_trees,51.5,49,33,under,+600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,47.97352875662974,47.97352875662974,47.97352875662974,under,-3.52647124337026,49.0,1.0264712433702599,2.5,win,10.0,9.090909090909092,19.090909090909093
Portland Trail Blazers,2023-24,2024,21,61,0.25609756,0.5369985173645222,10,extra_trees,28.5,21,61,under,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,44.03387842389082,44.03387842389082,44.03387842389082,over,15.533878423890819,21.0,23.03387842389082,7.5,loss,10.0,-10.0,0.0
Sacramento Kings,2023-24,2024,46,36,0.5609756,0.5805511460531069,10,extra_trees,44.5,46,36,over,+3500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,47.60519397635476,47.60519397635476,47.60519397635476,over,3.1051939763547622,46.0,1.6051939763547622,1.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2023-24,2024,22,60,0.2682927,0.45537393567780476,10,extra_trees,28.5,22,60,under,+15000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,37.34066272557999,37.34066272557999,37.34066272557999,over,8.840662725579989,22.0,15.340662725579989,6.5,loss,10.0,-10.0,0.0
Toronto Raptors,2023-24,2024,25,57,0.30487806,0.5334323939749694,10,extra_trees,36.5,25,57,under,+8000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,43.741456305947494,43.741456305947494,43.741456305947494,over,7.241456305947494,25.0,18.741456305947494,11.5,loss,10.0,-10.0,0.0
Utah Jazz,2023-24,2024,31,51,0.37804878,0.49649193783368534,10,extra_trees,35.5,31,51,under,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,40.7123389023622,40.7123389023622,40.7123389023622,over,5.212338902362198,31.0,9.712338902362198,4.5,loss,10.0,-10.0,0.0
Washington Wizards,2023-24,2024,15,67,0.18292683,0.4598895254981244,10,extra_trees,24.5,15,67,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,37.7109410908462,37.7109410908462,37.7109410908462,over,13.210941090846198,15.0,22.710941090846198,9.5,loss,10.0,-10.0,0.0
Atlanta Hawks,2024-25,2025,40,42,0.4878049,0.4832584005810724,11,extra_trees,36.5,40,42,over,+50000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,39.627188847647936,39.627188847647936,39.627188847647936,over,3.127188847647936,40.0,0.37281115235206386,3.5,win,10.0,9.090909090909092,19.090909090909093
Boston Celtics,2024-25,2025,61,21,0.74390244,0.6159711229289185,11,extra_trees,58.5,61,21,over,+325,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,50.50963208017132,50.50963208017132,50.50963208017132,under,-7.990367919828678,61.0,10.490367919828678,2.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2024-25,2025,26,56,0.31707317,0.43092761177196603,11,extra_trees,19.5,26,56,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,35.33606416530122,35.33606416530122,35.33606416530122,over,15.836064165301217,26.0,9.336064165301217,6.5,win,10.0,9.090909090909092,19.090909090909093
Charlotte Hornets,2024-25,2025,19,63,0.23170732,0.4660752916870351,11,extra_trees,30.5,19,63,under,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,38.21817391833688,38.21817391833688,38.21817391833688,over,7.7181739183368805,19.0,19.21817391833688,11.5,loss,10.0,-10.0,0.0
Chicago Bulls,2024-25,2025,39,43,0.47560975,0.46584030887399575,11,extra_trees,28.5,39,43,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,38.19890532766765,38.19890532766765,38.19890532766765,over,9.698905327667653,39.0,0.8010946723323471,10.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2024-25,2025,64,18,0.7804878,0.5781958155580966,11,extra_trees,48.5,64,18,over,+3500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,47.41205687576392,47.41205687576392,47.41205687576392,under,-1.0879431242360766,64.0,16.587943124236077,15.5,loss,10.0,-10.0,0.0
Dallas Mavericks,2024-25,2025,39,43,0.47560975,0.593525272275352,11,extra_trees,49.5,39,43,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,48.66907232657886,48.66907232657886,48.66907232657886,under,-0.8309276734211366,39.0,9.669072326578863,10.5,win,10.0,9.090909090909092,19.090909090909093
Denver Nuggets,2024-25,2025,50,32,0.6097561,0.6219262789759842,11,extra_trees,51.5,50,32,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,50.997954876030704,50.997954876030704,50.997954876030704,under,-0.502045123969296,50.0,0.997954876030704,1.5,win,10.0,9.090909090909092,19.090909090909093
Detroit Pistons,2024-25,2025,44,38,0.5365854,0.4486546989827615,11,extra_trees,25.5,44,38,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,36.78968531658644,36.78968531658644,36.78968531658644,over,11.289685316586443,44.0,7.210314683413557,18.5,win,10.0,9.090909090909092,19.090909090909093
